url,Perfume,Brand,Gender,Rating,Decade,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5
https://www.fragrantica.com/perfume/roberto-capucci/yendi-6754.html,yendi,roberto-capucci,women,4.5,1970s,"aldehydes, hiacynth, bergamot, raspberry, peach","iris, cyclamen, rose, lily-of-the-valley, honey, cloves","sandalwood, oakmoss, cedar, amber, styrax, musk, vanilla",woody,floral,powdery,fresh,aldehydic
https://www.fragrantica.com/perfume/comme-des-garcons/comme-des-garcons-2-390.html,comme-des-garcons-2,comme-des-garcons,unisex,4.18,1990s,"aldehydes, angelica, tea, mandarin orange, mate","ink, magnolia, nutmeg, west indian bay, coriander, caraway, cinnamon","incense, patchouli, cedar, vetiver, amber, labdanum",aromatic,woody,amber,fresh spicy,aldehydic
https://www.fragrantica.com/perfume/bath-body-works/juniper-breeze-46036.html,juniper-breeze,bath-body-works,unisex,4.07,Unknown,"juniper, mountain air, aldehydes, green apple, pineapple","ylang-ylang, jasmine","musk, precious woods",fresh,woody,aromatic,fresh spicy,aldehydic
https://www.fragrantica.com/perfume/calvin-klein/eternity-cologne-for-men-62323.html,eternity-cologne-for-men,calvin-klein,men,3.65,2020s,"aldehydes, juniper berries, ginger","bourbon geranium, mastic or lentisque, cardamom","ambroxan, lorenox, moss",aromatic,amber,warm spicy,fresh spicy,aldehydic
https://www.fragrantica.com/perfume/jousset-parfums/ramdan-night-63363.html,ramdan-night,jousset-parfums,unisex,3.67,2020s,dates,"spices, solar notes",agarwood (oud),sweet,oud,warm spicy,fruity,aldehydic
https://www.fragrantica.com/perfume/calvin-klein/ck-one-red-edition-for-him-22327.html,ck-one-red-edition-for-him,calvin-klein,men,3.93,2010s,"pear, aldehydes","suede, ginger, black pepper, daim","tonka bean, vetiver, musk",fresh,sweet,warm spicy,fruity,aldehydic
https://www.fragrantica.com/perfume/cacharel/noa-summer-edition-12221.html,noa-summer-edition,cacharel,women,3.79,2010s,"aldehydes, green notes, amalfi lemon, coriander, red apple, tangerine","sunflower, peony","musk, coffee, benzoin",floral,citrus,fresh,green,aldehydic
https://www.fragrantica.com/perfume/ralph-lauren/polo-sport-894.html,polo-sport,ralph-lauren,men,3.97,1990s,"aldehydes, mint, lavender, bergamot, mandarin orange, lemon, artemisia, neroli","seagrass, ginger, geranium, jasmine, cyclamen, brazilian rosewood, rose","musk, sandalwood, cedar, guaiac wood, amber",aromatic,citrus,fresh spicy,green,aldehydic
https://www.fragrantica.com/perfume/giorgio-armani/armani-prive-fil-rouge-37653.html,armani-prive-fil-rouge,giorgio-armani,women,3.81,2010s,"aldehydes, bergamot","iris, angelica","ambergris, white musk",amber,musky,powdery,iris,aldehydic
https://www.fragrantica.com/perfume/esteban/oriental-flower-3395.html,oriental-flower,esteban,women,3.59,2000s,"aldehydes, mandarin orange","tuberose, lavender, orange blossom","cedar, vanilla",white floral,citrus,tuberose,lavender,aldehydic
https://www.fragrantica.com/perfume/prada/nue-au-soleil-32195.html,nue-au-soleil,prada,unisex,3.99,2010s,"aldehydes, petitgrain","orange blossom, freesia, green notes, magnolia","white musk, patchouli, amberwood",white floral,citrus,floral,musky,aldehydic
https://www.fragrantica.com/perfume/reminiscence/patchouli-blanc-31833.html,patchouli-blanc,reminiscence,unisex,4.03,2010s,"aldehydes, star anise","powdery notes, hawthorn","patchouli, white musk, sandalwood, amber",powdery,woody,patchouli,musky,aldehydic
https://www.fragrantica.com/perfume/areej-le-dore/chinese-oud-66041.html,chinese-oud,areej-le-dore,unisex,4.48,2020s,"sweet orange, aldehydes, bergamot","agarwood (oud), rose, jasmine, gardenia","patchouli, vanilla, sandalwood, oakmoss",citrus,woody,oud,patchouli,aldehydic
https://www.fragrantica.com/perfume/maison-francis-kurkdjian/aqua-vitae-cologne-forte-66995.html,aqua-vitae-cologne-forte,maison-francis-kurkdjian,unisex,3.52,2020s,"mandarin orange, bergamot","floral notes, solar notes","musk, sandalwood",citrus,floral,musky,powdery,aldehydic
https://www.fragrantica.com/perfume/ines-de-la-fressange/ines-de-la-fressange-4414.html,ines-de-la-fressange,ines-de-la-fressange,women,3.95,1990s,"brazilian rosewood, aldehydes, peach, bergamot","carnation, iris, ylang-ylang, jasmine, lily-of-the-valley, rose","sandalwood, tonka bean, benzoin",woody,sweet,warm spicy,powdery,aldehydic
https://www.fragrantica.com/perfume/roja-dove/karenina-40686.html,karenina,roja-dove,women,4.06,2010s,"aldehydes, bergamot","carnation, gardenia, frangipani, ylang-ylang, violet, jasmine, orange blossom, rose, geranium","cloves, vanilla, green notes, musk, cedar",floral,white floral,warm spicy,powdery,aldehydic
https://www.fragrantica.com/perfume/iceberg/twice-1274.html,twice,iceberg,women,3.63,1990s,"aldehydes, freesia, lily-of-the-valley, bergamot, peach","cyclamen, gardenia, violet, jasmine, orris root, rose, orchid","musk, honey, sandalwood, cedar, amber",floral,fresh,white floral,powdery,aldehydic
https://www.fragrantica.com/perfume/rochas/reflets-d-eau-de-rochas-2155.html,reflets-d-eau-de-rochas,rochas,women,3.88,2000s,"lemon, aldehydes, orange, tangerine","peony, cyclamen, rose","amber, sandalwood",fresh,floral,citrus,rose,aldehydic
https://www.fragrantica.com/perfume/etat-libre-d-orange/exit-the-king-62701.html,exit-the-king,etat-libre-d-orange,unisex,3.72,2020s,"soap, aldehydes, musk, pink pepper, timur","rose, jasmine, lily-of-the-valley","moss, patchouli, ambroxan, sandalwood",soapy,white floral,mossy,rose,aldehydic
https://www.fragrantica.com/perfume/samy-andraus-fragrances/summer-peach-62394.html,summer-peach,samy-andraus-fragrances,unisex,3.63,2020s,peach,"champagne, black elder",blackwood,woody,fruity,champagne,sweet,aldehydic
https://www.fragrantica.com/perfume/mirko-buffini-firenze/ki-31335.html,ki,mirko-buffini-firenze,unisex,4.02,2010s,"sesame, aldehydes, orange, bergamot, pink pepper","coconut, magnolia, cinnamon, rose, clove","vanilla, amber, musk",vanilla,coconut,citrus,sweet,aldehydic
https://www.fragrantica.com/perfume/thera-cosmeticos/bacco-56499.html,bacco,thera-cosmeticos,men,3.76,2010s,"orange, tangerine, aldehydes, sea notes","neroli, pepper, cedar","tonka bean, vanilla, vetiver, white musk, amber, elemi resin",citrus,aromatic,vanilla,sweet,aldehydic
https://www.fragrantica.com/perfume/l-erbolario/iris-2903.html,iris,l-erbolario,women,3.82,Unknown,"aldehydes, ylang-ylang, bergamot","iris, hawthorn","sugar, vanilla, musk, tobacco",sweet,iris,powdery,vanilla,aldehydic
https://www.fragrantica.com/perfume/avon/pavi-elle-38605.html,pavi-elle,avon,women,4.21,1980s,"aldehydes, palisander rosewood, geranium","iris, sandalwood, rose, vetiver, cedar, lily-of-the-valley","heliotrope, cinnamon, musk, tonka bean, vanilla",woody,powdery,warm spicy,vanilla,aldehydic
https://www.fragrantica.com/perfume/floris/white-rose-5554.html,white-rose,floris,women,4.02,1800s,"aldehydes, carnation, green notes","rose, violet, iris, jasmine","powdery notes, musk, amber",powdery,rose,floral,violet,aldehydic
https://www.fragrantica.com/perfume/roja-dove/taif-aoud-79278.html,taif-aoud,roja-dove,unisex,3.96,2020s,"aldehydes, bergamot","taif rose, geranium, cassis, clove, jasmine, ylang-ylang","musk, incense, patchouli, agarwood (oud), vanilla, benzoin, labdanum",rose,fresh spicy,aromatic,warm spicy,aldehydic
https://www.fragrantica.com/perfume/oriza-l-legrand/marions-nous-32964.html,marions-nous,oriza-l-legrand,unisex,3.91,2010s,"hyacinth, jasmine, rose, orange blossom","aldehydes, carnation, iris, ylang-ylang, cloves","civet, musk, sandalwood, tonka bean",floral,musky,powdery,warm spicy,aldehydic
https://www.fragrantica.com/perfume/masaki-matsushima/sillage-de-the-47874.html,sillage-de-the,masaki-matsushima,unisex,3.54,2010s,"bamboo leaf, bergamot","green leaves, tiare flower","solar notes, cedar, vanilla",green,woody,citrus,white floral,aldehydic
https://www.fragrantica.com/perfume/parfums-de-marly/valaya-78574.html,valaya,parfums-de-marly,women,3.8,2020s,"aldehydes, white peach, bergamot, mandarin orange","orange blossom, petalia, lily-of-the-valley, vetiver, nympheal�, mahonia","musk, ambroxan, akigalawood, vanilla",musky,citrus,fresh,white floral,aldehydic
https://www.fragrantica.com/perfume/dolce-gabbana/dolce-gabbana-484.html,dolce-gabbana,dolce-gabbana,women,3.99,1990s,"aldehydes, basil, citruses, ivy, mandarin orange, freesia, bergamot","carnation, marigold, coriander, orange blossom, lily, jasmine, bulgarian rose, lily-of-the-valley","sandalwood, vanilla, musk, tonka bean",aromatic,floral,fresh,white floral,aldehydic
https://www.fragrantica.com/perfume/frederic-malle/outrageous-limited-edition-2017-43456.html,outrageous-limited-edition-2017,frederic-malle,unisex,3.24,2010s,"green apple, grapefruit, lime, cinnamon, mint","neroli, orange blossom","aldehydes, musk, ambroxan, cedar",citrus,musky,fresh,white floral,aldehydic
https://www.fragrantica.com/perfume/oriflame/sparkle-in-paris-17028.html,sparkle-in-paris,oriflame,women,3.8,2010s,"blackberry, pink grapefruit, pink pepper","champagne, jasmine sambac, orange blossom","musk, vetiver",champagne,citrus,fruity,white floral,aldehydic
https://www.fragrantica.com/perfume/caron/fleurs-de-rocaille-2919.html,fleurs-de-rocaille,caron,women,4.05,1930s,"aldehydes, tincture of rose, lilac, jasmine","carnation, ylang-ylang, lily-of-the-valley, violet","oak moss, sandalwood, musk, virginia cedar",floral,fresh,woody,white floral,aldehydic
https://www.fragrantica.com/perfume/yves-saint-laurent/y-100.html,y,yves-saint-laurent,women,4.17,1960s,"aldehydes, green notes, galbanum, honeysuckle, peach, gardenia, mirabelle plum","hiacynth, orris root, ylang-ylang, jasmine, bulgarian rose, tuberose","oakmoss, civet, vetiver, patchouli, sandalwood, benzoin, styrax, amber",green,white floral,earthy,woody,aldehydic
https://www.fragrantica.com/perfume/roberto-capucci/filly-9736.html,filly,roberto-capucci,women,4.27,1980s,"aldehydes, green notes, peach, neroli, bergamot","rose, hyacinth, carnation, ylang-ylang, orchid, jasmine","oak moss, civetta, vetyver, musk, sandalwood, amber",floral,green,rose,woody,aldehydic
https://www.fragrantica.com/perfume/floris/florissa-5539.html,florissa,floris,unisex,3.89,1970s,"aldehydes, green notes","lily-of-the-valley, rose, jasmine, grass","oakmoss, virginia cedar, coumarin, musk",green,fresh,white floral,woody,aldehydic
https://www.fragrantica.com/perfume/miguel-matos/doraphilia-57938.html,doraphilia,miguel-matos,unisex,3.46,2010s,"aldehydes, lilac, bergamot","leather, iris, narcissus, mimosa, ylang-ylang, rose","russian leather, cedarmoss, civet, costus, castoreum, patchouli",leather,animalic,earthy,yellow floral,aldehydic
https://www.fragrantica.com/perfume/bill-blass/nude-130.html,nude,bill-blass,women,3.81,1990s,"aldehydes, galbanum, rosemary, bergamot","narcissus, oakmoss, ylang-ylang, jasmine, rose","orris root, musk, sandalwood, vetiver",woody,aromatic,green,yellow floral,aldehydic
https://www.fragrantica.com/perfume/lesquendieu/feu-de-bengale-39702.html,feu-de-bengale,lesquendieu,unisex,4.2,2010s,"almond, davana, fig","tolu balsam, iris, mandarin orange, rose","vanilla, tonka bean, musk",vanilla,sweet,powdery,amber,almond
https://www.fragrantica.com/perfume/cartier/baiser-vole-parfum-74530.html,baiser-vole-parfum,cartier,women,3.63,2020s,lily,heliotrope,tonka bean,vanilla,white floral,powdery,amber,almond
https://www.fragrantica.com/perfume/navitus-parfums/soir-exclusif-63289.html,soir-exclusif,navitus-parfums,unisex,3.94,2020s,"almond, coffee, blood orange, brazilian orange","marshmallow, orchid, tonka bean, licorice","vanilla, driftwood, tolu balsam, ambergris, musk, oakmoss",sweet,powdery,vanilla,amber,almond
https://www.fragrantica.com/perfume/navitus-parfums/aubade-70067.html,aubade,navitus-parfums,unisex,4.13,2020s,"cardamom, sicilian lemon, bergamot","almond, madagascar pepper, caraway, jasmine","toffee, ceylon cinnamon, olibanum, musk",warm spicy,citrus,fresh spicy,aromatic,almond
https://www.fragrantica.com/perfume/marc-jacobs/perfect-charm-the-collector-edition-87193.html,perfect-charm-the-collector-edition,marc-jacobs,women,3.78,2020s,"rhubarb, narcissus",almond milk,"cedar, cashmeran",woody,fruity,green,aromatic,almond
https://www.fragrantica.com/perfume/alexandria-fragrances/mr-sillage-52001.html,mr-sillage,alexandria-fragrances,men,4.14,2010s,lavender,myrhh,"tonka bean, vanilla, almond",vanilla,amber,sweet,aromatic,almond
https://www.fragrantica.com/perfume/franck-boclet/heliotrope-29150.html,heliotrope,franck-boclet,unisex,3.71,2010s,"cloves, thyme, peach","orange blossom, rose","heliotrope, tonka bean, patchouli",vanilla,powdery,warm spicy,aromatic,almond
https://www.fragrantica.com/perfume/brocard/cherry-lady-delicious-45809.html,cherry-lady-delicious,brocard,women,3.17,2010s,"milk, cacao, almond, cloves, lime","cherry, raspberry, jasmine","vanilla, amber",cherry,sweet,lactonic,cacao,almond
https://www.fragrantica.com/perfume/sapientiae-niche/heroin-sport-68945.html,heroin-sport,sapientiae-niche,men,3.87,2020s,"juniper, lavender, pink pepper, calabrian bergamot, rosemary, hay","wormwood, cannabis, bitter almond, iris","oakmoss, ambergris, cedar, white suede, patchouli",aromatic,fresh spicy,woody,cannabis,almond
https://www.fragrantica.com/perfume/comptoir-sud-pacifique/caramel-sunset-927.html,caramel-sunset,comptoir-sud-pacifique,women,4.13,Unknown,"caramel, coconut, floral notes","milk, sugar, almond",vanilla,sweet,lactonic,vanilla,caramel,almond
https://www.fragrantica.com/perfume/nobile-1942/cafe-chantant-18073.html,cafe-chantant,nobile-1942,unisex,4.08,2010s,"sour cherry, star anise, laurels","heliotrope, iris","vanilla, benzoin, musk, patchouli",vanilla,powdery,sweet,cherry,almond
https://www.fragrantica.com/perfume/donna-karan/dkny-sweet-delicious-pink-macaron-14326.html,dkny-sweet-delicious-pink-macaron,donna-karan,women,3.87,2010s,"nectarine, kumquat","marzipan, pomegranate, rose","tonka bean, amber, woodsy notes",sweet,nutty,fruity,citrus,almond
https://www.fragrantica.com/perfume/we-pink/one-touch-76724.html,one-touch,we-pink,women,3.82,2020s,"pear, raspberry, black currant","orange blossom, jasmine sambac, orris","almond, vanilla, patchouli, praline",white floral,sweet,fruity,citrus,almond
https://www.fragrantica.com/perfume/farmacia-ss-annunziata/chia-9567.html,chia,farmacia-ss-annunziata,women,4.09,Unknown,"floral notes, citruses","sugar, almond, orange, rose","vanilla, hazelnut, musk, amber",sweet,vanilla,nutty,citrus,almond
https://www.fragrantica.com/perfume/guerlain/oriental-brulant-38807.html,oriental-brulant,guerlain,unisex,4.38,2010s,"tangerine, herbal notes",almond,"tonka bean, vanilla, styrax",vanilla,amber,sweet,citrus,almond
https://www.fragrantica.com/perfume/bvlgari/dolce-estasi-64740.html,dolce-estasi,bvlgari,women,3.75,2020s,citruses,heliotrope,musk,powdery,musky,vanilla,citrus,almond
https://www.fragrantica.com/perfume/house-of-sillage/benevolence-16891.html,benevolence,house-of-sillage,women,3.95,2010s,"bitter almond, star anise, bergamot","orange blossom, jasmine, lavender","sugar, madagascar vanilla, musk",sweet,white floral,vanilla,citrus,almond
https://www.fragrantica.com/perfume/ard-al-zaafaran/shafaq-84308.html,shafaq,ard-al-zaafaran,unisex,4.41,2020s,"tangerine, almond","coconut, orchid","vanilla, heliotrope, cedarwood",vanilla,sweet,powdery,coconut,almond
https://www.fragrantica.com/perfume/skylar/garden-party-76814.html,garden-party,skylar,women,4.06,2020s,"marzipan, magnolia, kiwi","coconut, almond blossom, gardenia, macarons","vanilla, musk, sandalwood",sweet,floral,vanilla,coconut,almond
https://www.fragrantica.com/perfume/guerlain/la-petite-robe-noire-eau-fraiche-29525.html,la-petite-robe-noire-eau-fraiche,guerlain,women,3.77,2010s,"lemon, bergamot, mandarin orange, orange blossom","almond blossom, sour cherry, freesia, strawberry, raspberry, peach, turkish rose, bulgarian rose, jasmine sambac","pistachio, almond, vanilla, tonka bean, patchouli, white musk",sweet,fruity,citrus,floral,almond
https://www.fragrantica.com/perfume/paul-joe/blanc-5335.html,blanc,paul-joe,women,3.88,2000s,"angelica, almond, hawthorn","lily, sweet pea, freesia, rose","milk, heliotrope, musk",musky,lactonic,powdery,floral,almond
https://www.fragrantica.com/perfume/l-occitane-en-provence/mimosa-de-l-esterel-6832.html,mimosa-de-l-esterel,l-occitane-en-provence,women,4.03,2000s,violet leaf,mimosa,almond,yellow floral,ozonic,powdery,floral,almond
https://www.fragrantica.com/perfume/guess/seductive-red-69869.html,seductive-red,guess,women,4.06,2020s,"cherry, almond, pink pepper","cherry blossom, violet, magnolia","vanilla, tonka bean, sandalwood",cherry,sweet,vanilla,floral,almond
https://www.fragrantica.com/perfume/police/shock-in-scent-for-women-53442.html,shock-in-scent-for-women,police,women,4.02,2010s,"almond, bergamot","white flowers, jasmine, ylang-ylang","honey, amber, orris root",honey,sweet,white floral,floral,almond
https://www.fragrantica.com/perfume/s-t-dupont/orazuli-3942.html,orazuli,s-t-dupont,women,3.71,2000s,"bitter almond, neroli, freesia","jasmine, osmanthus, lily-of-the-valley","musk, vanilla, lemon",white floral,floral,fruity,fresh,almond
https://www.fragrantica.com/perfume/yves-rocher/cerisier-en-fleurs-22303.html,cerisier-en-fleurs,yves-rocher,women,4.03,2010s,"green notes, green mandarin","cherry blossom, almond","musk, patchouli",floral,green,fruity,fresh,almond
https://www.fragrantica.com/perfume/guerlain/l-homme-ideal-cool-54452.html,l-homme-ideal-cool,guerlain,men,4.11,2010s,"mint, bergamot, orange, anise","almond, water notes, neroli","vetiver, ambroxan, patchouli",green,aromatic,citrus,fresh spicy,almond
https://www.fragrantica.com/perfume/burberry/burberry-brit-for-her-limited-edition-43547.html,burberry-brit-for-her-limited-edition,burberry,women,3.81,2010s,"almond, lime, pear","almond, peony, sugar","amber, vanilla, mahogany, tonka bean",sweet,vanilla,amber,fruity,almond
https://www.fragrantica.com/perfume/byredo/green-3574.html,green,byredo,unisex,3.95,2000s,"petitgrain, sage","honeysuckle, violet, jasmine, rose","almond, musk, tonka bean",white floral,aromatic,herbal,fruity,almond
https://www.fragrantica.com/perfume/bentley/mellow-heliotrope-63170.html,mellow-heliotrope,bentley,unisex,4.19,2020s,"gardenia, cassis, mandarin orange, bergamot","raspberry, pink pepper, elemi","heliotrope, vanilla, praline, violet leaf, ambrette (musk mallow)",vanilla,sweet,powdery,fruity,almond
https://www.fragrantica.com/perfume/robert-piguet/mademoiselle-piguet-14701.html,mademoiselle-piguet,robert-piguet,women,3.85,2010s,"almond, apricot, bergamot",orange blossom,tonka bean,white floral,citrus,sweet,fruity,almond
https://www.fragrantica.com/perfume/mahogany/wild-and-free-59839.html,wild-and-free,mahogany,women,4.02,2020s,"almond, bergamot, pear, grapefruit","orange blossom, jasmine, tuberose, sandalwood","vanilla, caramel, amber, patchouli, vetiver",white floral,floral,sweet,fruity,almond
https://www.fragrantica.com/perfume/bissoumine/soir-ensoleille-13762.html,soir-ensoleille,bissoumine,women,3.84,2000s,"raspberry, pepper","heliotrope, jasmine, rose","vanille, musk, amber, sandalwood",vanilla,powdery,sweet,fruity,almond
https://www.fragrantica.com/perfume/zara/cherry-smoothie-eau-de-parfum-81568.html,cherry-smoothie-eau-de-parfum,zara,women,3.85,2020s,"cherry, heliotrope","almond, hawthorn","tonka bean, vanilla, plum",sweet,cherry,vanilla,fruity,almond
https://www.fragrantica.com/perfume/moresque/scarlet-rouge-74770.html,scarlet-rouge,moresque,unisex,3.87,2020s,"sweet almond, dried fruits, coconut milk, bergamot","white flowers, cherry blossom, jasmine, taif rose","precious woods, musk, vanilla, tonka bean, spices, amber",white floral,floral,woody,fruity,almond
https://www.fragrantica.com/perfume/sultan-pasha-attars/sohan-d-iris-43237.html,sohan-d-iris,sultan-pasha-attars,unisex,4.55,2010s,"orris root, bitter almond, heliotrope, saffron","osmanthus, chocolate, opoponax","honey, tonka bean, sandalwood, ambergris, musk",floral,sweet,powdery,honey,almond
https://www.fragrantica.com/perfume/guerlain/l-instant-magic-1106.html,l-instant-magic,guerlain,women,4.22,2000s,"anise, bergamot, lemon","violet, mimosa, rose, freesia, carnation","iris, almond, vanilla, white musk, sandalwood, cedar",powdery,floral,violet,iris,almond
